ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
6676;Lords of Waterdeep;2012;2;5;120;12;45929;7,75;71;2,46;56283;Set Collection;Strategy Games
6676;Lords of Waterdeep;2012;2;5;120;12;45929;7,75;71;2,46;56283;Take That;Strategy Games
6676;Lords of Waterdeep;2012;2;5;120;12;45929;7,75;71;2,46;56283;Turn Order: Claim Action;Strategy Games
6676;Lords of Waterdeep;2012;2;5;120;12;45929;7,75;71;2,46;56283;Worker Placement;Strategy Games
6677;Axis & Allies 1941;2012;2;5;180;12;1010;6,37;4033;2,73;3053;Area Majority / Influence;Wargames
6677;Axis & Allies 1941;2012;2;5;180;12;1010;6,37;4033;2,73;3053;Area Movement;Wargames
6677;Axis & Allies 1941;2012;2;5;180;12;1010;6,37;4033;2,73;3053;Dice Rolling;Wargames
6677;Axis & Allies 1941;2012;2;5;180;12;1010;6,37;4033;2,73;3053;Team-Based Game;Wargames
6678;Mr. Madison's War: The Incredible War of 1812;2012;2;2;240;14;253;7,45;4043;2,74;869;Campaign / Battle Card Driven;Wargames
6678;Mr. Madison's War: The Incredible War of 1812;2012;2;2;240;14;253;7,45;4043;2,74;869;Point to Point Movement;Wargames
6679;Syracuse (415/413 av. J.-C.);2012;2;2;120;0;63;7,53;8821;2,06;220;Action Points;Wargames
6679;Syracuse (415/413 av. J.-C.);2012;2;2;120;0;63;7,53;8821;2,06;220;Area Movement;Wargames
6679;Syracuse (415/413 av. J.-C.);2012;2;2;120;0;63;7,53;8821;2,06;220;Area-Impulse;Wargames
6679;Syracuse (415/413 av. J.-C.);2012;2;2;120;0;63;7,53;8821;2,06;220;Dice Rolling;Wargames
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Auction/Bidding;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Card Drafting;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Mancala;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Modular Board;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Network and Route Building;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Tile Placement;Strategy Games
6680;The Great Zimbabwe;2012;2;5;150;14;3192;7,79;356;3,71;3572;Variable Player Powers;Strategy Games
6681;Guildhall;2012;2;4;45;10;3917;6,92;1009;2,07;4609;Hand Management;Family Games, Strategy Games
6681;Guildhall;2012;2;4;45;10;3917;6,92;1009;2,07;4609;Set Collection;Family Games, Strategy Games
6681;Guildhall;2012;2;4;45;10;3917;6,92;1009;2,07;4609;Take That;Family Games, Strategy Games
6682;Fish Cook;2012;2;6;45;12;359;6,96;4008;1,85;713;Card Drafting;Strategy Games, Thematic Games
6682;Fish Cook;2012;2;6;45;12;359;6,96;4008;1,85;713;Dice Rolling;Strategy Games, Thematic Games
6682;Fish Cook;2012;2;6;45;12;359;6,96;4008;1,85;713;Hand Management;Strategy Games, Thematic Games
6682;Fish Cook;2012;2;6;45;12;359;6,96;4008;1,85;713;Set Collection;Strategy Games, Thematic Games
6682;Fish Cook;2012;2;6;45;12;359;6,96;4008;1,85;713;Trading;Strategy Games, Thematic Games
6683;Night Drop: 6 June 44;2012;2;2;180;0;58;7,30;8830;2,36;246;Dice Rolling;Wargames
6683;Night Drop: 6 June 44;2012;2;2;180;0;58;7,30;8830;2,36;246;Grid Movement;Wargames
6683;Night Drop: 6 June 44;2012;2;2;180;0;58;7,30;8830;2,36;246;Hexagon Grid;Wargames
6683;Night Drop: 6 June 44;2012;2;2;180;0;58;7,30;8830;2,36;246;Simulation;Wargames
6683;Night Drop: 6 June 44;2012;2;2;180;0;58;7,30;8830;2,36;246;Zone of Control;Wargames
6684;Waka Waka;2012;2;4;45;10;304;6,03;7728;1,92;618;Set Collection;Family Games
6685;Dino Hunt Dice;2012;2;8;10;6;482;5,83;8837;1,06;979;Dice Rolling;Family Games
6685;Dino Hunt Dice;2012;2;8;10;6;482;5,83;8837;1,06;979;Push Your Luck;Family Games
6685;Dino Hunt Dice;2012;2;8;10;6;482;5,83;8837;1,06;979;Re-rolling and Locking;Family Games
6686;Africana;2012;2;4;60;8;1271;6,73;2260;2,02;1794;Card Drafting;Family Games
6686;Africana;2012;2;4;60;8;1271;6,73;2260;2,02;1794;Pick-up and Deliver;Family Games
6686;Africana;2012;2;4;60;8;1271;6,73;2260;2,02;1794;Point to Point Movement;Family Games
6686;Africana;2012;2;4;60;8;1271;6,73;2260;2,02;1794;Set Collection;Family Games
6687;Starship Merchants;2012;2;4;90;14;464;6,62;4003;2,70;755;Commodity Speculation;Strategy Games
6687;Starship Merchants;2012;2;4;90;14;464;6,62;4003;2,70;755;Pick-up and Deliver;Strategy Games
6688;DC Comics Deck-Building Game;2012;2;5;45;15;6313;7,05;777;2,00;10043;Card Drafting;Thematic Games
6688;DC Comics Deck-Building Game;2012;2;5;45;15;6313;7,05;777;2,00;10043;Deck Bag and Pool Building;Thematic Games
6689;Carcassonne: Winter Edition;2012;2;5;40;8;1674;7,49;1030;1,83;3329;Area Majority / Influence;Family Games
6689;Carcassonne: Winter Edition;2012;2;5;40;8;1674;7,49;1030;1,83;3329;Tile Placement;Family Games
6690;The Blitzkrieg Legend: The Battle for France, 1940;2012;2;2;2880;14;202;8,05;4062;3,88;911;Dice Rolling;Wargames
6690;The Blitzkrieg Legend: The Battle for France, 1940;2012;2;2;2880;14;202;8,05;4062;3,88;911;Hexagon Grid;Wargames
6690;The Blitzkrieg Legend: The Battle for France, 1940;2012;2;2;2880;14;202;8,05;4062;3,88;911;Simulation;Wargames
6691;Zooloretto: The Dice Game;2012;2;4;15;7;1844;6,40;2533;1,23;2274;Dice Rolling;Family Games
6691;Zooloretto: The Dice Game;2012;2;4;15;7;1844;6,40;2533;1,23;2274;Paper-and-Pencil;Family Games
6691;Zooloretto: The Dice Game;2012;2;4;15;7;1844;6,40;2533;1,23;2274;Set Collection;Family Games
6692;Qwixx;2012;2;5;15;8;9507;6,88;764;1,12;17019;Bingo;Family Games
6692;Qwixx;2012;2;5;15;8;9507;6,88;764;1,12;17019;Dice Rolling;Family Games
6692;Qwixx;2012;2;5;15;8;9507;6,88;764;1,12;17019;Paper-and-Pencil;Family Games
6693;Doctor Who: The Card Game;2012;2;4;60;13;821;5,72;8644;1,96;2010;Area Majority / Influence;Family Games, Thematic Games
6693;Doctor Who: The Card Game;2012;2;4;60;13;821;5,72;8644;1,96;2010;Card Drafting;Family Games, Thematic Games
6693;Doctor Who: The Card Game;2012;2;4;60;13;821;5,72;8644;1,96;2010;Hand Management;Family Games, Thematic Games
6693;Doctor Who: The Card Game;2012;2;4;60;13;821;5,72;8644;1,96;2010;Secret Unit Deployment;Family Games, Thematic Games
6693;Doctor Who: The Card Game;2012;2;4;60;13;821;5,72;8644;1,96;2010;Take That;Family Games, Thematic Games
6694;Okiya;2012;2;2;10;7;1752;6,57;2226;1,22;3332;Pattern Building;Abstract Games
6695;Collapsible D: The Final Minutes of the Titanic;2012;3;6;30;12;116;6,68;8965;2;167;Area Movement;Thematic Games
6695;Collapsible D: The Final Minutes of the Titanic;2012;3;6;30;12;116;6,68;8965;2;167;Roll / Spin and Move;Thematic Games
6696;Eagles & Missiles;2012;2;4;60;14;30;6,63;15335;2,25;53;Area Movement;Wargames
6696;Eagles & Missiles;2012;2;4;60;14;30;6,63;15335;2,25;53;Card Drafting;Wargames
6697;Spot it! 1,2,3;2012;2;6;15;4;671;6,32;4253;1,04;1803;Pattern Recognition;Children's Games
6698;Star Wars: Battle of Hoth;2012;2;4;15;8;244;5,97;8668;1,16;627;Dice Rolling;Family Games
6698;Star Wars: Battle of Hoth;2012;2;4;15;8;244;5,97;8668;1,16;627;Point to Point Movement;Family Games
6699;For the Crown (Second Edition);2012;2;2;60;13;253;7,32;4266;3,27;520;Card Drafting;Abstract Games
6699;For the Crown (Second Edition);2012;2;2;60;13;253;7,32;4266;3,27;520;Deck Bag and Pool Building;Abstract Games
6699;For the Crown (Second Edition);2012;2;2;60;13;253;7,32;4266;3,27;520;Grid Movement;Abstract Games
6699;For the Crown (Second Edition);2012;2;2;60;13;253;7,32;4266;3,27;520;Hand Management;Abstract Games
6700;Kosmonauts;2012;2;4;60;8;407;6,69;4271;2,17;497;Action Queue;Family Games
6700;Kosmonauts;2012;2;4;60;8;407;6,69;4271;2,17;497;Hexagon Grid;Family Games
6701;Cthulhu Fluxx;2012;2;6;30;8;2927;6,10;3394;1,49;7179;Hand Management;Party Games
6701;Cthulhu Fluxx;2012;2;6;30;8;2927;6,10;3394;1,49;7179;Set Collection;Party Games
6702;The Hobbit Card Game;2012;2;5;30;10;1353;5,21;20153;1,42;3014;Hand Management;Family Games
6702;The Hobbit Card Game;2012;2;5;30;10;1353;5,21;20153;1,42;3014;Player Elimination;Family Games
6702;The Hobbit Card Game;2012;2;5;30;10;1353;5,21;20153;1,42;3014;Trick-taking;Family Games
6703;Merchant of Venus (Second Edition);2012;1;4;240;14;3592;7,18;782;3,02;6543;Commodity Speculation;Strategy Games, Thematic Games
6703;Merchant of Venus (Second Edition);2012;1;4;240;14;3592;7,18;782;3,02;6543;Dice Rolling;Strategy Games, Thematic Games
6703;Merchant of Venus (Second Edition);2012;1;4;240;14;3592;7,18;782;3,02;6543;Pick-up and Deliver;Strategy Games, Thematic Games
6703;Merchant of Venus (Second Edition);2012;1;4;240;14;3592;7,18;782;3,02;6543;Point to Point Movement;Strategy Games, Thematic Games
6703;Merchant of Venus (Second Edition);2012;1;4;240;14;3592;7,18;782;3,02;6543;Roll / Spin and Move;Strategy Games, Thematic Games
6704;Rocket Jockey;2012;2;4;60;10;156;5,59;15414;2,16;531;Hand Management;Strategy Games
6704;Rocket Jockey;2012;2;4;60;10;156;5,59;15414;2,16;531;Pick-up and Deliver;Strategy Games
6704;Rocket Jockey;2012;2;4;60;10;156;5,59;15414;2,16;531;Set Collection;Strategy Games
6705;The God Kings: Warfare at the Dawn of Civilization, 1500 - 1260BC;2012;2;4;480;0;121;6,77;7570;2,89;395;Campaign / Battle Card Driven;Wargames
6705;The God Kings: Warfare at the Dawn of Civilization, 1500 - 1260BC;2012;2;4;480;0;121;6,77;7570;2,89;395;Point to Point Movement;Wargames
6706;Sky Tango;2012;2;4;20;8;634;6,32;4291;1,38;1274;Hand Management;Family Games
6706;Sky Tango;2012;2;4;20;8;634;6,32;4291;1,38;1274;Set Collection;Family Games
6706;Sky Tango;2012;2;4;20;8;634;6,32;4291;1,38;1274;Team-Based Game;Family Games
6707;Muskets & Tomahawks: Skirmishes in North America during the 18th century;2012;2;4;45;0;59;8,02;7563;1,75;130;Action Points;Wargames
6707;Muskets & Tomahawks: Skirmishes in North America during the 18th century;2012;2;4;45;0;59;8,02;7563;1,75;130;Dice Rolling;Wargames
6707;Muskets & Tomahawks: Skirmishes in North America during the 18th century;2012;2;4;45;0;59;8,02;7563;1,75;130;Simulation;Wargames
6708;Dirty Pig;2012;2;6;10;6;1247;6,11;4294;1,05;2233;Take That;Children's Games, Family Games
6709;Risk: Halo Legendary Edition;2012;2;5;90;10;196;6,40;7948;2,42;750;Area Majority / Influence;Thematic Games, Wargames
6709;Risk: Halo Legendary Edition;2012;2;5;90;10;196;6,40;7948;2,42;750;Area Movement;Thematic Games, Wargames
6709;Risk: Halo Legendary Edition;2012;2;5;90;10;196;6,40;7948;2,42;750;Dice Rolling;Thematic Games, Wargames
6710;Borodino: Napoleon in Russia, 1812;2012;2;2;210;0;70;7,16;9087;2,30;217;Area Movement;Wargames
6710;Borodino: Napoleon in Russia, 1812;2012;2;2;210;0;70;7,16;9087;2,30;217;Area-Impulse;Wargames
6710;Borodino: Napoleon in Russia, 1812;2012;2;2;210;0;70;7,16;9087;2,30;217;Dice Rolling;Wargames
6711;DTC;2012;2;6;20;7;60;6,05;14599;1,38;92;Betting and Bluffing;Family Games
6712;Saint Malo;2012;2;5;45;9;2136;6,45;2207;1,90;3687;Dice Rolling;Family Games
6712;Saint Malo;2012;2;5;45;9;2136;6,45;2207;1,90;3687;Line Drawing;Family Games
6712;Saint Malo;2012;2;5;45;9;2136;6,45;2207;1,90;3687;Paper-and-Pencil;Family Games
6712;Saint Malo;2012;2;5;45;9;2136;6,45;2207;1,90;3687;Re-rolling and Locking;Family Games
6713;Lift it!;2012;1;8;30;8;864;6,23;4228;1,30;1532;Pattern Building;Family Games, Party Games
6713;Lift it!;2012;1;8;30;8;864;6,23;4228;1,30;1532;Team-Based Game;Family Games, Party Games
6714;Siberia: The Card Game;2012;2;4;20;9;451;6,71;3934;2,07;607;Deck Bag and Pool Building;Family Games
6714;Siberia: The Card Game;2012;2;4;20;9;451;6,71;3934;2,07;607;Hand Management;Family Games
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Area Majority / Influence;Strategy Games, Wargames
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Area Movement;Strategy Games, Wargames
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Dice Rolling;Strategy Games, Wargames
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Simulation;Strategy Games, Wargames
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Variable Phase Order;Strategy Games, Wargames
6715;Polis: Fight for the Hegemony;2012;2;2;120;12;2106;7,62;757;3,69;3209;Victory Points as a Resource;Strategy Games, Wargames
6716;Star Trek: Catan;2012;3;4;75;10;3257;7,00;1088;2,37;8359;Dice Rolling;Family Games, Strategy Games
6716;Star Trek: Catan;2012;3;4;75;10;3257;7,00;1088;2,37;8359;Hand Management;Family Games, Strategy Games
6716;Star Trek: Catan;2012;3;4;75;10;3257;7,00;1088;2,37;8359;Modular Board;Family Games, Strategy Games
6716;Star Trek: Catan;2012;3;4;75;10;3257;7,00;1088;2,37;8359;Network and Route Building;Family Games, Strategy Games
6716;Star Trek: Catan;2012;3;4;75;10;3257;7,00;1088;2,37;8359;Trading;Family Games, Strategy Games
6717;Game of Thrones: The Card Game;2012;2;2;60;14;887;6,26;4157;2,70;2324;Hand Management;Thematic Games
6717;Game of Thrones: The Card Game;2012;2;2;60;14;887;6,26;4157;2,70;2324;Simultaneous Action Selection;Thematic Games
6717;Game of Thrones: The Card Game;2012;2;2;60;14;887;6,26;4157;2,70;2324;Variable Player Powers;Thematic Games
6718;Machi Koro;2012;2;4;30;10;26236;6,63;981;1,53;40930;Dice Rolling;Family Games
6718;Machi Koro;2012;2;4;30;10;26236;6,63;981;1,53;40930;Random Production;Family Games
6719;Keltis: Das Würfelspiel;2012;2;4;30;8;524;6,47;4164;1,25;727;Dice Rolling;Family Games
6719;Keltis: Das Würfelspiel;2012;2;4;30;8;524;6,47;4164;1,25;727;Set Collection;Family Games
6720;Miskatonic School for Girls;2012;2;4;60;12;790;5,52;18338;1,92;1609;Card Drafting;Thematic Games
6720;Miskatonic School for Girls;2012;2;4;60;12;790;5,52;18338;1,92;1609;Deck Bag and Pool Building;Thematic Games
6720;Miskatonic School for Girls;2012;2;4;60;12;790;5,52;18338;1,92;1609;Hand Management;Thematic Games
6721;Say Bye to the Villains;2012;3;8;45;14;648;6,35;4172;2,17;1483;Cooperative Game;Thematic Games
6721;Say Bye to the Villains;2012;3;8;45;14;648;6,35;4172;2,17;1483;Hand Management;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Action Queue;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Cooperative Game;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Dice Rolling;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Hexagon Grid;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Narrative Choice / Paragraph;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Solo / Solitaire Game;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Tile Placement;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Variable Player Powers;Thematic Games
6722;Robinson Crusoe: Adventures on the Cursed Island;2012;1;4;120;14;34179;7,84;55;3,78;52934;Worker Placement;Thematic Games
6723;Washington's Crossing;2012;2;2;480;0;54;7,60;9009;3;313;Dice Rolling;Wargames
6723;Washington's Crossing;2012;2;2;480;0;54;7,60;9009;3;313;Hexagon Grid;Wargames
6723;Washington's Crossing;2012;2;2;480;0;54;7,60;9009;3;313;Simulation;Wargames
6724;Oz Fluxx;2012;2;6;40;8;815;6,29;4189;1,53;2336;Hand Management;Family Games, Party Games
6724;Oz Fluxx;2012;2;6;40;8;815;6,29;4189;1,53;2336;Set Collection;Family Games, Party Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Action Points;Customizable Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Deck Construction;Customizable Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Hand Management;Customizable Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Secret Unit Deployment;Customizable Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Take That;Customizable Games
6725;Android: Netrunner;2012;2;2;45;14;26748;7,87;54;3,38;41315;Variable Player Powers;Customizable Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Area Majority / Influence;Strategy Games, Thematic Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Dice Rolling;Strategy Games, Thematic Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Hand Management;Strategy Games, Thematic Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Modular Board;Strategy Games, Thematic Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Variable Phase Order;Strategy Games, Thematic Games
6726;Might & Magic Heroes;2012;2;4;180;12;575;6,55;4204;3,33;940;Variable Player Powers;Strategy Games, Thematic Games
6727;Connections;2012;1;4;20;8;119;6,34;9026;1,82;187;Network and Route Building;Family Games
6727;Connections;2012;1;4;20;8;119;6,34;9026;1,82;187;Tile Placement;Family Games
6728;DrachenSchatten;2012;2;4;20;8;90;5,68;15324;1;197;Push Your Luck;Family Games, Thematic Games
6728;DrachenSchatten;2012;2;4;20;8;90;5,68;15324;1;197;Set Collection;Family Games, Thematic Games
6729;GOSU 2: Tactics;2012;2;4;45;13;342;7,02;4142;2,41;767;Hand Management;Strategy Games
6729;GOSU 2: Tactics;2012;2;4;45;13;342;7,02;4142;2,41;767;Team-Based Game;Strategy Games
6730;Nox;2012;2;6;20;10;535;5,76;9417;1,23;1120;Hand Management;Family Games
6730;Nox;2012;2;6;20;10;535;5,76;9417;1,23;1120;Set Collection;Family Games
6731;Völuspá;2012;2;5;45;10;1524;6,68;2137;1,91;1958;Hand Management;Abstract Games, Family Games
6731;Völuspá;2012;2;5;45;10;1524;6,68;2137;1,91;1958;Tile Placement;Abstract Games, Family Games
6732;Franco-Prussian War 40: August 1870 - March 1871;2012;2;2;0;12;30;6,93;13457;2,44;109;Campaign / Battle Card Driven;Wargames
6732;Franco-Prussian War 40: August 1870 - March 1871;2012;2;2;0;12;30;6,93;13457;2,44;109;Dice Rolling;Wargames
6732;Franco-Prussian War 40: August 1870 - March 1871;2012;2;2;0;12;30;6,93;13457;2,44;109;Hexagon Grid;Wargames
6732;Franco-Prussian War 40: August 1870 - March 1871;2012;2;2;0;12;30;6,93;13457;2,44;109;Secret Unit Deployment;Wargames
6732;Franco-Prussian War 40: August 1870 - March 1871;2012;2;2;0;12;30;6,93;13457;2,44;109;Simulation;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Area Majority / Influence;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Campaign / Battle Card Driven;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Dice Rolling;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Point to Point Movement;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Simulation;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Variable Phase Order;Wargames
6733;Kingdom of Heaven: The Crusader States 1097-1291;2012;2;2;180;12;320;7,67;3231;3,32;1045;Variable Player Powers;Wargames
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;End Game Bonuses;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Hexagon Grid;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Income;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Increase Value of Unchosen Resources;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Network and Route Building;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Tech Trees / Tech Tracks;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Turn Order: Pass Order;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Variable Player Powers;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Variable Set-up;Strategy Games
6734;Terra Mystica;2012;2;5;150;12;39284;8,14;16;3,96;42720;Victory Points as a Resource;Strategy Games
6735;The Doge Ship;2012;2;5;90;13;242;6,09;8188;2,63;523;Action Points;Strategy Games
6735;The Doge Ship;2012;2;5;90;13;242;6,09;8188;2,63;523;Auction/Bidding;Strategy Games
6735;The Doge Ship;2012;2;5;90;13;242;6,09;8188;2,63;523;Dice Rolling;Strategy Games
6736;The Dwarves;2012;2;5;90;10;942;6,93;2390;2,51;1866;Cooperative Game;Thematic Games
6736;The Dwarves;2012;2;5;90;10;942;6,93;2390;2,51;1866;Dice Rolling;Thematic Games
6737;Moonbase Alpha;2012;2;2;90;12;92;6,86;8339;2,50;212;Area Movement;Wargames
6737;Moonbase Alpha;2012;2;2;90;12;92;6,86;8339;2,50;212;Dice Rolling;Wargames
6738;Dungeon Command: Sting of Lolth;2012;2;2;90;12;896;7,32;2045;2,63;2295;Action Points;Customizable Games
6738;Dungeon Command: Sting of Lolth;2012;2;2;90;12;896;7,32;2045;2,63;2295;Area Movement;Customizable Games
6738;Dungeon Command: Sting of Lolth;2012;2;2;90;12;896;7,32;2045;2,63;2295;Campaign / Battle Card Driven;Customizable Games
6738;Dungeon Command: Sting of Lolth;2012;2;2;90;12;896;7,32;2045;2,63;2295;Hand Management;Customizable Games
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Area Majority / Influence;Wargames
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Campaign / Battle Card Driven;Wargames
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Dice Rolling;Wargames
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Grid Movement;Wargames
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Secret Unit Deployment;Wargames
6739;First Bull Run: 150th Anniversary Edition;2012;1;2;180;10;30;6,71;13451;2,60;127;Square Grid;Wargames
6740;A.D. 30;2012;1;1;60;13;170;6,72;7032;2,24;369;Action Points;Wargames
6740;A.D. 30;2012;1;1;60;13;170;6,72;7032;2,24;369;Dice Rolling;Wargames
6740;A.D. 30;2012;1;1;60;13;170;6,72;7032;2,24;369;Grid Movement;Wargames
6740;A.D. 30;2012;1;1;60;13;170;6,72;7032;2,24;369;Point to Point Movement;Wargames
6740;A.D. 30;2012;1;1;60;13;170;6,72;7032;2,24;369;Solo / Solitaire Game;Wargames
6741;Cavemen: The Quest for Fire;2012;2;5;45;13;483;6,38;4829;1,88;831;Auction/Bidding;Family Games
6741;Cavemen: The Quest for Fire;2012;2;5;45;13;483;6,38;4829;1,88;831;Card Drafting;Family Games
6742;Al Rashid;2012;2;5;100;13;369;6,64;4835;3,46;535;Area Majority / Influence;Strategy Games
6742;Al Rashid;2012;2;5;100;13;369;6,64;4835;3,46;535;Set Collection;Strategy Games
6742;Al Rashid;2012;2;5;100;13;369;6,64;4835;3,46;535;Variable Phase Order;Strategy Games
6743;War & Peace;2012;2;5;180;0;75;6,74;9752;2,29;216;Area Majority / Influence;Wargames
6743;War & Peace;2012;2;5;180;0;75;6,74;9752;2,29;216;Area Movement;Wargames
6743;War & Peace;2012;2;5;180;0;75;6,74;9752;2,29;216;Dice Rolling;Wargames
6744;Darkest Night;2012;1;4;150;12;985;7,11;2036;2,79;1769;Cooperative Game;Thematic Games
6744;Darkest Night;2012;1;4;150;12;985;7,11;2036;2,79;1769;Dice Rolling;Thematic Games
6744;Darkest Night;2012;1;4;150;12;985;7,11;2036;2,79;1769;Variable Player Powers;Thematic Games
6745;Kill the Overlord;2012;4;8;45;13;382;5,94;8209;1,38;766;Hand Management;Party Games, Thematic Games
6745;Kill the Overlord;2012;4;8;45;13;382;5,94;8209;1,38;766;Income;Party Games, Thematic Games
6745;Kill the Overlord;2012;4;8;45;13;382;5,94;8209;1,38;766;Take That;Party Games, Thematic Games
6745;Kill the Overlord;2012;4;8;45;13;382;5,94;8209;1,38;766;Variable Player Powers;Party Games, Thematic Games
6746;Custer's Final Campaign: 7th Cavalry at Little Bighorn;2012;2;2;30;0;54;6,14;13352;1,82;183;Point to Point Movement;Wargames
6747;Suspend;2012;1;4;15;8;1080;6,28;3672;1;2444;Dice Rolling;Family Games, Party Games
6748;Morels;2012;2;2;30;10;7289;7,00;705;1,74;12502;Card Drafting;Family Games
6748;Morels;2012;2;2;30;10;7289;7,00;705;1,74;12502;Hand Management;Family Games
6748;Morels;2012;2;2;30;10;7289;7,00;705;1,74;12502;Set Collection;Family Games
6749;Tapple;2012;2;10;30;8;904;6,36;3597;1,05;1729;Player Elimination;Party Games
6750;Leviathans;2012;2;8;90;13;273;7,06;4774;2,97;743;Dice Rolling;Wargames
6750;Leviathans;2012;2;8;90;13;273;7,06;4774;2,97;743;Simulation;Wargames
6751;Plato 3000;2012;2;4;30;10;439;6,44;4735;1,58;954;Hand Management;Family Games
6751;Plato 3000;2012;2;4;30;10;439;6,44;4735;1,58;954;Set Collection;Family Games
6751;Plato 3000;2012;2;4;30;10;439;6,44;4735;1,58;954;Team-Based Game;Family Games
6752;NOIR: Deductive Mystery Game;2012;2;9;5;8;1340;6,54;2657;1,64;2732;Secret Unit Deployment;Family Games, Thematic Games
